Carton;Estado;Linea A;Linea B;Linea C;Comprador;Localidad;Pago
2152;DISPONIBLE;14 - 26 - 30 - 35 - 41 - 43 - 54 - 63 - 72 - 76;37 - 44 - 47 - 52 - 61 - 71 - 76 - 82 - 83 - 89;;;;
2153;DISPONIBLE;04 - 15 - 28 - 39 - 42 - 47 - 48 - 63 - 80 - 90;01 - 05 - 28 - 41 - 52 - 53 - 60 - 64 - 70 - 82;;;;
2154;DISPONIBLE;03 - 08 - 10 - 13 - 25 - 42 - 43 - 55 - 86 - 87;04 - 06 - 18 - 28 - 29 - 34 - 39 - 42 - 66 - 84;;;;
2155;DISPONIBLE;09 - 11 - 20 - 39 - 41 - 43 - 58 - 66 - 72 - 77;03 - 13 - 36 - 45 - 48 - 51 - 71 - 73 - 85 - 88;;;;
2156;DISPONIBLE;33 - 45 - 49 - 50 - 54 - 66 - 68 - 70 - 75 - 83;07 - 27 - 37 - 49 - 53 - 66 - 71 - 75 - 77 - 81;;;;
2157;DISPONIBLE;05 - 13 - 23 - 28 - 30 - 44 - 61 - 73 - 74 - 82;02 - 09 - 22 - 32 - 39 - 43 - 60 - 64 - 66 - 71;;;;
2158;DISPONIBLE;01 - 05 - 13 - 31 - 40 - 54 - 60 - 63 - 75 - 86;02 - 10 - 15 - 19 - 31 - 44 - 47 - 59 - 66 - 79;;;;
2159;DISPONIBLE;22 - 25 - 29 - 30 - 33 - 39 - 56 - 66 - 71 - 81;28 - 33 - 38 - 44 - 55 - 62 - 69 - 72 - 87 - 88;;;;
2160;DISPONIBLE;05 - 34 - 37 - 39 - 46 - 60 - 70 - 75 - 84 - 85;08 - 11 - 19 - 21 - 32 - 36 - 53 - 57 - 58 - 84;;;;
2161;DISPONIBLE;15 - 29 - 49 - 54 - 67 - 69 - 70 - 79 - 80 - 88;15 - 24 - 27 - 42 - 47 - 66 - 75 - 82 - 89 - 90;;;;
2162;DISPONIBLE;03 - 17 - 38 - 39 - 43 - 49 - 56 - 75 - 80 - 82;01 - 09 - 26 - 53 - 54 - 69 - 73 - 76 - 79 - 86;;;;
2163;DISPONIBLE;41 - 46 - 48 - 49 - 53 - 59 - 69 - 80 - 82 - 85;18 - 22 - 24 - 37 - 50 - 55 - 69 - 86 - 87 - 90;;;;
2164;DISPONIBLE;06 - 25 - 27 - 31 - 35 - 60 - 63 - 74 - 77 - 83;09 - 14 - 16 - 17 - 38 - 47 - 60 - 61 - 66 - 86;;;;
2165;DISPONIBLE;35 - 44 - 46 - 47 - 53 - 57 - 59 - 63 - 73 - 77;13 - 18 - 25 - 32 - 52 - 53 - 60 - 67 - 81 - 83;;;;
2166;DISPONIBLE;02 - 07 - 08 - 09 - 20 - 23 - 39 - 41 - 44 - 72;01 - 14 - 24 - 28 - 48 - 62 - 64 - 70 - 77 - 86;;;;
2167;DISPONIBLE;02 - 12 - 20 - 29 - 36 - 38 - 45 - 48 - 77 - 80;06 - 13 - 34 - 43 - 51 - 60 - 62 - 63 - 69 - 72;;;;
2168;DISPONIBLE;03 - 07 - 10 - 13 - 47 - 52 - 80 - 82 - 84 - 88;13 - 14 - 22 - 37 - 58 - 59 - 61 - 69 - 78 - 80;;;;
2169;DISPONIBLE;09 - 47 - 49 - 60 - 61 - 69 - 74 - 75 - 78 - 85;02 - 06 - 17 - 25 - 31 - 39 - 48 - 51 - 59 - 69;;;;
2170;DISPONIBLE;06 - 14 - 16 - 18 - 20 - 61 - 69 - 73 - 76 - 80;06 - 07 - 16 - 18 - 51 - 60 - 68 - 72 - 84 - 85;;;;
2171;DISPONIBLE;11 - 13 - 14 - 18 - 24 - 39 - 52 - 61 - 76 - 79;04 - 18 - 29 - 43 - 60 - 64 - 67 - 70 - 71 - 84;;;;
2172;DISPONIBLE;25 - 27 - 31 - 33 - 66 - 68 - 73 - 77 - 84 - 87;08 - 13 - 15 - 17 - 42 - 52 - 54 - 59 - 73 - 77;;;;
2173;DISPONIBLE;01 - 12 - 14 - 30 - 32 - 53 - 74 - 77 - 86 - 88;07 - 18 - 21 - 37 - 47 - 58 - 69 - 71 - 75 - 83;;;;
2174;DISPONIBLE;09 - 33 - 44 - 63 - 73 - 79 - 84 - 85 - 87 - 90;05 - 07 - 18 - 22 - 36 - 42 - 43 - 53 - 82 - 84;;;;
2175;DISPONIBLE;01 - 12 - 13 - 17 - 26 - 28 - 31 - 39 - 62 - 85;02 - 05 - 08 - 11 - 30 - 31 - 38 - 40 - 59 - 65;;;;
2176;DISPONIBLE;02 - 05 - 06 - 10 - 16 - 29 - 36 - 64 - 77 - 87;11 - 15 - 24 - 28 - 39 - 48 - 58 - 71 - 80 - 83;;;;
2177;DISPONIBLE;05 - 21 - 33 - 36 - 43 - 58 - 63 - 67 - 77 - 87;01 - 30 - 39 - 45 - 46 - 47 - 51 - 57 - 67 - 73;;;;
2178;DISPONIBLE;08 - 22 - 23 - 26 - 28 - 45 - 74 - 76 - 79 - 83;04 - 27 - 30 - 37 - 44 - 58 - 61 - 63 - 81 - 90;;;;
2179;DISPONIBLE;04 - 05 - 16 - 17 - 18 - 32 - 37 - 50 - 65 - 77;02 - 07 - 26 - 44 - 58 - 63 - 79 - 81 - 82 - 89;;;;
2180;DISPONIBLE;09 - 22 - 27 - 30 - 34 - 43 - 63 - 81 - 85 - 86;10 - 11 - 45 - 46 - 59 - 66 - 73 - 77 - 82 - 87;;;;
2181;DISPONIBLE;14 - 32 - 38 - 63 - 64 - 75 - 77 - 80 - 81 - 89;02 - 15 - 22 - 28 - 47 - 50 - 52 - 56 - 73 - 82;;;;
2182;DISPONIBLE;09 - 10 - 20 - 33 - 37 - 38 - 62 - 65 - 72 - 81;02 - 09 - 10 - 11 - 39 - 43 - 49 - 50 - 55 - 80;;;;
2183;DISPONIBLE;18 - 27 - 34 - 39 - 43 - 46 - 56 - 73 - 80 - 85;03 - 12 - 17 - 19 - 37 - 41 - 54 - 55 - 56 - 60;;;;
2184;DISPONIBLE;02 - 06 - 10 - 21 - 59 - 61 - 62 - 66 - 71 - 86;09 - 19 - 23 - 41 - 43 - 44 - 45 - 50 - 76 - 81;;;;
2185;DISPONIBLE;13 - 15 - 19 - 51 - 53 - 70 - 72 - 73 - 80 - 83;05 - 15 - 24 - 28 - 33 - 36 - 37 - 64 - 67 - 71;;;;
2186;DISPONIBLE;01 - 05 - 12 - 40 - 42 - 43 - 50 - 65 - 75 - 79;08 - 10 - 20 - 21 - 36 - 44 - 63 - 69 - 83 - 90;;;;
2187;DISPONIBLE;01 - 17 - 20 - 29 - 30 - 47 - 48 - 64 - 78 - 81;14 - 15 - 21 - 34 - 53 - 63 - 73 - 76 - 80 - 84;;;;
2188;DISPONIBLE;12 - 28 - 30 - 38 - 42 - 55 - 63 - 79 - 86 - 90;02 - 38 - 42 - 45 - 47 - 57 - 64 - 70 - 75 - 82;;;;
2189;DISPONIBLE;07 - 08 - 21 - 30 - 33 - 61 - 76 - 84 - 85 - 90;05 - 17 - 25 - 27 - 37 - 50 - 53 - 66 - 77 - 82;;;;
2190;DISPONIBLE;01 - 04 - 07 - 27 - 34 - 43 - 45 - 48 - 59 - 75;03 - 26 - 33 - 35 - 39 - 41 - 55 - 64 - 75 - 81;;;;
2191;DISPONIBLE;08 - 13 - 14 - 22 - 31 - 35 - 44 - 50 - 59 - 81;10 - 24 - 42 - 45 - 46 - 59 - 60 - 67 - 79 - 90;;;;
2192;DISPONIBLE;01 - 02 - 12 - 20 - 58 - 67 - 69 - 73 - 84 - 89;01 - 06 - 13 - 32 - 44 - 56 - 60 - 61 - 67 - 82;;;;
2193;DISPONIBLE;14 - 25 - 31 - 36 - 43 - 45 - 49 - 54 - 77 - 86;07 - 24 - 25 - 26 - 44 - 47 - 51 - 53 - 61 - 68;;;;
2194;DISPONIBLE;08 - 25 - 35 - 39 - 44 - 48 - 56 - 57 - 61 - 75;14 - 21 - 26 - 32 - 38 - 39 - 53 - 55 - 68 - 72;;;;
2195;DISPONIBLE;05 - 06 - 16 - 28 - 54 - 58 - 62 - 76 - 83 - 85;25 - 26 - 36 - 59 - 60 - 64 - 74 - 75 - 79 - 90;;;;
2196;DISPONIBLE;02 - 39 - 56 - 59 - 60 - 73 - 75 - 80 - 84 - 87;02 - 42 - 44 - 49 - 50 - 52 - 57 - 63 - 85 - 86;;;;
2197;DISPONIBLE;09 - 10 - 13 - 28 - 34 - 37 - 56 - 58 - 59 - 73;01 - 06 - 26 - 27 - 28 - 33 - 34 - 61 - 82 - 88;;;;
2198;DISPONIBLE;04 - 07 - 09 - 15 - 54 - 60 - 62 - 74 - 84 - 89;13 - 25 - 32 - 38 - 51 - 58 - 63 - 68 - 84 - 86;;;;
2199;DISPONIBLE;02 - 05 - 21 - 25 - 33 - 42 - 58 - 63 - 66 - 67;01 - 16 - 17 - 20 - 27 - 29 - 40 - 53 - 55 - 63;;;;
2200;DISPONIBLE;01 - 03 - 06 - 17 - 22 - 24 - 29 - 34 - 41 - 57;38 - 40 - 41 - 43 - 48 - 60 - 66 - 68 - 77 - 90;;;;
2201;DISPONIBLE;01 - 05 - 06 - 10 - 21 - 45 - 48 - 63 - 66 - 73;14 - 24 - 49 - 57 - 59 - 64 - 67 - 71 - 81 - 88;;;;
2202;DISPONIBLE;04 - 11 - 15 - 20 - 23 - 40 - 52 - 55 - 73 - 77;28 - 40 - 41 - 42 - 58 - 67 - 75 - 84 - 87 - 88;;;;
2203;DISPONIBLE;04 - 07 - 21 - 30 - 33 - 44 - 61 - 73 - 86 - 89;05 - 11 - 15 - 41 - 42 - 43 - 69 - 72 - 80 - 84;;;;
2204;DISPONIBLE;05 - 14 - 21 - 29 - 31 - 39 - 62 - 67 - 70 - 75;28 - 29 - 31 - 40 - 44 - 61 - 62 - 81 - 83 - 85;;;;
2205;DISPONIBLE;01 - 05 - 06 - 25 - 41 - 45 - 46 - 74 - 76 - 90;03 - 10 - 35 - 40 - 44 - 45 - 47 - 56 - 64 - 88;;;;
2206;DISPONIBLE;01 - 13 - 17 - 21 - 51 - 52 - 60 - 67 - 85 - 89;10 - 29 - 34 - 59 - 66 - 68 - 78 - 81 - 84 - 85;;;;
2207;DISPONIBLE;14 - 27 - 42 - 46 - 62 - 67 - 77 - 83 - 88 - 89;03 - 06 - 10 - 29 - 30 - 34 - 35 - 39 - 78 - 80;;;;
2208;DISPONIBLE;17 - 19 - 22 - 24 - 26 - 27 - 57 - 69 - 76 - 80;30 - 33 - 40 - 43 - 50 - 54 - 67 - 69 - 74 - 80;;;;
2209;DISPONIBLE;01 - 16 - 17 - 32 - 42 - 51 - 59 - 78 - 82 - 85;01 - 03 - 15 - 19 - 20 - 22 - 38 - 48 - 53 - 89;;;;
2210;DISPONIBLE;02 - 17 - 18 - 31 - 35 - 37 - 38 - 57 - 71 - 81;09 - 16 - 23 - 30 - 40 - 50 - 61 - 63 - 64 - 79;;;;
2211;DISPONIBLE;03 - 18 - 22 - 24 - 30 - 36 - 43 - 47 - 60 - 78;01 - 08 - 09 - 28 - 33 - 35 - 36 - 47 - 58 - 84;;;;
2212;DISPONIBLE;06 - 15 - 25 - 26 - 33 - 46 - 57 - 60 - 74 - 78;13 - 20 - 30 - 39 - 42 - 44 - 59 - 62 - 70 - 81;;;;
2213;DISPONIBLE;18 - 25 - 34 - 36 - 44 - 49 - 58 - 64 - 74 - 86;01 - 08 - 26 - 30 - 54 - 55 - 58 - 59 - 69 - 73;;;;
2214;DISPONIBLE;03 - 05 - 06 - 13 - 48 - 55 - 74 - 76 - 79 - 87;06 - 08 - 09 - 13 - 33 - 35 - 46 - 54 - 78 - 80;;;;
2215;DISPONIBLE;01 - 21 - 26 - 28 - 48 - 53 - 57 - 77 - 86 - 88;16 - 19 - 22 - 24 - 42 - 59 - 68 - 74 - 76 - 85;;;;
2216;DISPONIBLE;08 - 30 - 34 - 44 - 45 - 51 - 52 - 77 - 82 - 90;05 - 10 - 14 - 41 - 43 - 46 - 55 - 57 - 65 - 87;;;;
2217;DISPONIBLE;22 - 33 - 40 - 42 - 48 - 64 - 66 - 67 - 73 - 74;02 - 04 - 05 - 11 - 43 - 49 - 59 - 77 - 84 - 87;;;;
2218;DISPONIBLE;11 - 29 - 34 - 35 - 43 - 62 - 68 - 74 - 81 - 88;05 - 09 - 26 - 29 - 35 - 41 - 56 - 67 - 74 - 82;;;;
2219;DISPONIBLE;09 - 10 - 11 - 17 - 37 - 44 - 50 - 60 - 66 - 90;08 - 09 - 18 - 33 - 45 - 50 - 53 - 65 - 67 - 80;;;;
2220;DISPONIBLE;01 - 16 - 28 - 37 - 41 - 56 - 70 - 85 - 87 - 88;10 - 16 - 18 - 29 - 33 - 36 - 42 - 43 - 45 - 82;;;;
2221;DISPONIBLE;07 - 13 - 27 - 51 - 53 - 60 - 83 - 84 - 88 - 90;09 - 12 - 13 - 18 - 33 - 47 - 48 - 50 - 51 - 55;;;;
2222;DISPONIBLE;10 - 14 - 25 - 28 - 42 - 44 - 54 - 79 - 81 - 82;08 - 23 - 24 - 38 - 42 - 49 - 58 - 63 - 68 - 71;;;;
2223;DISPONIBLE;10 - 13 - 16 - 20 - 28 - 37 - 47 - 77 - 80 - 85;07 - 11 - 18 - 35 - 36 - 61 - 75 - 78 - 79 - 90;;;;
2224;DISPONIBLE;09 - 14 - 16 - 17 - 31 - 34 - 37 - 45 - 72 - 73;07 - 25 - 46 - 49 - 52 - 53 - 58 - 70 - 73 - 79;;;;
2225;DISPONIBLE;06 - 19 - 21 - 23 - 68 - 74 - 78 - 82 - 88 - 89;23 - 25 - 29 - 43 - 52 - 62 - 71 - 77 - 81 - 86;;;;
2226;DISPONIBLE;10 - 12 - 24 - 26 - 41 - 42 - 55 - 75 - 76 - 82;11 - 14 - 16 - 28 - 34 - 39 - 48 - 58 - 79 - 87;;;;
2227;DISPONIBLE;01 - 13 - 18 - 20 - 51 - 53 - 54 - 58 - 66 - 79;22 - 30 - 31 - 43 - 48 - 56 - 72 - 76 - 82 - 90;;;;
2228;DISPONIBLE;11 - 19 - 25 - 39 - 41 - 44 - 45 - 48 - 55 - 87;05 - 17 - 23 - 42 - 47 - 48 - 57 - 59 - 61 - 80;;;;
2229;DISPONIBLE;07 - 08 - 09 - 22 - 28 - 44 - 46 - 48 - 57 - 79;03 - 04 - 19 - 29 - 49 - 54 - 69 - 71 - 75 - 80;;;;
2230;DISPONIBLE;03 - 31 - 41 - 49 - 65 - 68 - 70 - 71 - 74 - 86;14 - 27 - 36 - 41 - 47 - 48 - 55 - 57 - 66 - 82;;;;
2231;DISPONIBLE;04 - 05 - 13 - 20 - 34 - 60 - 62 - 64 - 65 - 76;12 - 25 - 27 - 45 - 50 - 60 - 70 - 77 - 81 - 88;;;;
2232;DISPONIBLE;14 - 15 - 19 - 34 - 39 - 43 - 53 - 57 - 67 - 84;05 - 08 - 21 - 38 - 46 - 48 - 66 - 86 - 88 - 90;;;;
2233;DISPONIBLE;14 - 22 - 28 - 34 - 56 - 63 - 71 - 74 - 78 - 79;06 - 12 - 17 - 23 - 32 - 44 - 50 - 66 - 72 - 87;;;;
2234;DISPONIBLE;13 - 18 - 31 - 32 - 37 - 45 - 55 - 61 - 63 - 67;06 - 08 - 19 - 41 - 52 - 70 - 78 - 79 - 83 - 86;;;;
2235;DISPONIBLE;01 - 09 - 31 - 36 - 47 - 50 - 53 - 60 - 65 - 68;09 - 29 - 40 - 49 - 59 - 60 - 65 - 66 - 82 - 87;;;;
2236;DISPONIBLE;02 - 03 - 11 - 13 - 36 - 45 - 59 - 71 - 74 - 85;08 - 30 - 34 - 35 - 44 - 45 - 55 - 67 - 72 - 75;;;;
2237;DISPONIBLE;04 - 08 - 12 - 18 - 22 - 31 - 48 - 55 - 72 - 82;04 - 18 - 25 - 32 - 36 - 44 - 47 - 51 - 71 - 89;;;;
2238;DISPONIBLE;04 - 05 - 06 - 25 - 60 - 66 - 70 - 84 - 88 - 90;04 - 06 - 25 - 46 - 53 - 54 - 66 - 67 - 69 - 81;;;;
2239;DISPONIBLE;08 - 15 - 27 - 28 - 29 - 41 - 78 - 80 - 82 - 83;14 - 36 - 46 - 50 - 58 - 59 - 71 - 74 - 76 - 86;;;;
2240;DISPONIBLE;01 - 13 - 17 - 38 - 42 - 43 - 59 - 66 - 75 - 79;04 - 23 - 52 - 53 - 64 - 65 - 67 - 69 - 74 - 80;;;;
2241;DISPONIBLE;04 - 07 - 26 - 29 - 37 - 40 - 41 - 59 - 69 - 83;02 - 06 - 17 - 25 - 27 - 32 - 34 - 48 - 49 - 54;;;;
2242;DISPONIBLE;09 - 10 - 13 - 16 - 31 - 43 - 53 - 73 - 82 - 90;11 - 13 - 18 - 32 - 34 - 40 - 57 - 63 - 68 - 81;;;;
2243;DISPONIBLE;13 - 16 - 17 - 28 - 29 - 36 - 39 - 44 - 64 - 67;10 - 23 - 33 - 40 - 52 - 64 - 72 - 78 - 79 - 80;;;;
2244;DISPONIBLE;09 - 12 - 18 - 29 - 31 - 34 - 45 - 70 - 79 - 81;14 - 26 - 29 - 30 - 59 - 65 - 74 - 76 - 79 - 81;;;;
2245;DISPONIBLE;03 - 18 - 29 - 31 - 33 - 35 - 42 - 43 - 46 - 52;26 - 27 - 36 - 37 - 40 - 51 - 64 - 75 - 84 - 86;;;;
2246;DISPONIBLE;04 - 12 - 20 - 30 - 36 - 38 - 64 - 72 - 88 - 90;05 - 08 - 16 - 36 - 47 - 52 - 53 - 60 - 69 - 85;;;;
2247;DISPONIBLE;05 - 07 - 16 - 19 - 55 - 57 - 60 - 62 - 81 - 83;07 - 11 - 18 - 33 - 50 - 68 - 74 - 82 - 84 - 89;;;;
2248;DISPONIBLE;10 - 17 - 42 - 45 - 46 - 47 - 71 - 73 - 76 - 89;03 - 19 - 33 - 37 - 42 - 49 - 51 - 60 - 65 - 81;;;;
2249;DISPONIBLE;06 - 29 - 30 - 37 - 38 - 40 - 42 - 54 - 74 - 87;06 - 15 - 17 - 18 - 22 - 43 - 45 - 55 - 68 - 77;;;;
2250;DISPONIBLE;13 - 19 - 23 - 27 - 32 - 40 - 44 - 51 - 61 - 66;01 - 08 - 17 - 24 - 26 - 49 - 61 - 64 - 68 - 75;;;;
2251;DISPONIBLE;09 - 14 - 17 - 22 - 25 - 33 - 48 - 51 - 71 - 72;06 - 07 - 17 - 21 - 22 - 40 - 53 - 63 - 68 - 70;;;;
2252;DISPONIBLE;04 - 07 - 11 - 30 - 45 - 48 - 56 - 73 - 74 - 89;02 - 13 - 14 - 16 - 21 - 31 - 61 - 71 - 76 - 85;;;;
2253;DISPONIBLE;03 - 05 - 12 - 34 - 39 - 64 - 69 - 71 - 76 - 85;06 - 17 - 21 - 28 - 39 - 46 - 49 - 56 - 65 - 76;;;;
2254;DISPONIBLE;01 - 03 - 08 - 15 - 31 - 49 - 50 - 73 - 81 - 83;17 - 20 - 24 - 32 - 45 - 55 - 56 - 61 - 68 - 86;;;;
2255;DISPONIBLE;16 - 20 - 28 - 39 - 46 - 47 - 57 - 73 - 77 - 83;11 - 13 - 16 - 17 - 24 - 30 - 32 - 56 - 58 - 87;;;;
2256;DISPONIBLE;06 - 10 - 15 - 33 - 36 - 43 - 50 - 54 - 63 - 83;03 - 05 - 29 - 58 - 60 - 80 - 85 - 86 - 88 - 89;;;;
2257;DISPONIBLE;07 - 14 - 31 - 34 - 62 - 70 - 73 - 79 - 84 - 86;14 - 27 - 28 - 33 - 36 - 47 - 59 - 70 - 85 - 89;;;;
2258;DISPONIBLE;03 - 09 - 15 - 27 - 31 - 35 - 38 - 57 - 82 - 88;10 - 15 - 24 - 33 - 37 - 39 - 41 - 45 - 61 - 85;;;;
2259;DISPONIBLE;10 - 16 - 22 - 27 - 34 - 38 - 68 - 78 - 82 - 88;23 - 27 - 34 - 35 - 48 - 56 - 59 - 64 - 66 - 72;;;;
2260;DISPONIBLE;09 - 22 - 27 - 31 - 32 - 35 - 36 - 45 - 52 - 58;03 - 06 - 28 - 41 - 46 - 67 - 69 - 71 - 82 - 86;;;;
2261;DISPONIBLE;06 - 27 - 34 - 41 - 45 - 56 - 63 - 67 - 71 - 79;16 - 21 - 26 - 33 - 38 - 40 - 51 - 54 - 75 - 79;;;;
2262;DISPONIBLE;01 - 11 - 14 - 15 - 34 - 53 - 55 - 66 - 75 - 89;05 - 23 - 32 - 34 - 42 - 44 - 60 - 64 - 68 - 75;;;;
2263;DISPONIBLE;19 - 29 - 35 - 40 - 60 - 63 - 71 - 81 - 86 - 89;10 - 13 - 18 - 33 - 41 - 51 - 54 - 60 - 64 - 65;;;;
2264;DISPONIBLE;01 - 08 - 14 - 18 - 21 - 28 - 35 - 51 - 74 - 75;14 - 22 - 29 - 67 - 72 - 79 - 81 - 83 - 87 - 88;;;;
2265;DISPONIBLE;21 - 35 - 39 - 41 - 43 - 44 - 45 - 50 - 65 - 87;09 - 11 - 16 - 30 - 33 - 49 - 53 - 78 - 81 - 83;;;;
2266;DISPONIBLE;20 - 21 - 35 - 40 - 50 - 55 - 78 - 84 - 85 - 86;05 - 07 - 11 - 21 - 37 - 45 - 58 - 63 - 74 - 81;;;;
2267;DISPONIBLE;14 - 19 - 29 - 55 - 59 - 61 - 71 - 73 - 74 - 75;02 - 06 - 12 - 51 - 54 - 55 - 60 - 74 - 76 - 77;;;;
2268;DISPONIBLE;01 - 10 - 23 - 24 - 28 - 34 - 37 - 51 - 53 - 82;03 - 06 - 20 - 38 - 58 - 70 - 73 - 77 - 85 - 86;;;;
2269;DISPONIBLE;06 - 08 - 15 - 21 - 48 - 49 - 58 - 60 - 79 - 82;03 - 16 - 22 - 31 - 34 - 35 - 53 - 55 - 65 - 71;;;;
2270;DISPONIBLE;08 - 10 - 27 - 50 - 53 - 55 - 60 - 64 - 66 - 78;06 - 19 - 27 - 35 - 45 - 48 - 51 - 53 - 58 - 89;;;;
2271;DISPONIBLE;10 - 17 - 19 - 25 - 39 - 41 - 42 - 43 - 58 - 80;04 - 09 - 42 - 44 - 47 - 56 - 61 - 65 - 71 - 86;;;;
2272;DISPONIBLE;11 - 12 - 17 - 19 - 21 - 54 - 66 - 69 - 76 - 82;05 - 23 - 28 - 30 - 46 - 48 - 65 - 67 - 83 - 85;;;;
2273;DISPONIBLE;09 - 12 - 26 - 29 - 31 - 46 - 47 - 52 - 55 - 65;05 - 09 - 16 - 52 - 63 - 73 - 78 - 79 - 80 - 88;;;;
2274;DISPONIBLE;15 - 28 - 30 - 39 - 52 - 57 - 60 - 62 - 65 - 85;02 - 11 - 16 - 17 - 28 - 38 - 50 - 64 - 74 - 82;;;;
2275;DISPONIBLE;09 - 10 - 25 - 26 - 28 - 30 - 55 - 60 - 84 - 86;05 - 06 - 10 - 12 - 15 - 47 - 52 - 55 - 56 - 78;;;;
2276;DISPONIBLE;08 - 16 - 25 - 30 - 45 - 49 - 51 - 53 - 70 - 85;19 - 39 - 40 - 43 - 55 - 59 - 63 - 66 - 70 - 72;;;;
2277;DISPONIBLE;23 - 38 - 48 - 57 - 58 - 65 - 76 - 78 - 81 - 85;17 - 34 - 39 - 69 - 70 - 75 - 77 - 80 - 82 - 84;;;;
2278;DISPONIBLE;01 - 04 - 07 - 33 - 43 - 45 - 54 - 63 - 67 - 89;08 - 28 - 38 - 42 - 44 - 53 - 63 - 73 - 84 - 89;;;;
2279;DISPONIBLE;08 - 20 - 24 - 42 - 44 - 47 - 74 - 75 - 78 - 81;06 - 17 - 23 - 27 - 38 - 52 - 56 - 61 - 62 - 70;;;;
2280;DISPONIBLE;24 - 28 - 29 - 32 - 40 - 46 - 49 - 55 - 56 - 60;03 - 05 - 23 - 30 - 31 - 32 - 50 - 71 - 82 - 87;;;;
2281;DISPONIBLE;01 - 50 - 54 - 56 - 75 - 81 - 85 - 86 - 88 - 90;09 - 28 - 37 - 49 - 57 - 58 - 67 - 75 - 81 - 85;;;;
2282;DISPONIBLE;09 - 25 - 29 - 34 - 40 - 51 - 52 - 53 - 69 - 86;27 - 30 - 44 - 50 - 62 - 67 - 70 - 72 - 73 - 81;;;;
2283;DISPONIBLE;08 - 11 - 13 - 38 - 48 - 49 - 52 - 73 - 75 - 83;16 - 17 - 20 - 35 - 36 - 48 - 62 - 69 - 71 - 78;;;;
2284;DISPONIBLE;09 - 12 - 26 - 43 - 47 - 61 - 63 - 64 - 67 - 83;09 - 12 - 20 - 27 - 33 - 34 - 40 - 49 - 58 - 83;;;;
2285;DISPONIBLE;02 - 10 - 33 - 39 - 46 - 49 - 55 - 75 - 86 - 90;01 - 10 - 14 - 24 - 26 - 27 - 64 - 66 - 67 - 77;;;;
2286;DISPONIBLE;01 - 22 - 25 - 27 - 31 - 38 - 39 - 59 - 69 - 88;05 - 20 - 29 - 30 - 36 - 47 - 55 - 61 - 68 - 75;;;;
2287;DISPONIBLE;05 - 09 - 38 - 49 - 55 - 62 - 64 - 66 - 75 - 81;03 - 10 - 11 - 15 - 17 - 21 - 28 - 43 - 55 - 79;;;;
2288;DISPONIBLE;09 - 45 - 57 - 61 - 64 - 65 - 67 - 70 - 80 - 86;05 - 08 - 22 - 24 - 27 - 29 - 46 - 55 - 68 - 73;;;;
2289;DISPONIBLE;04 - 15 - 34 - 38 - 42 - 59 - 66 - 67 - 71 - 86;05 - 15 - 16 - 17 - 26 - 49 - 64 - 68 - 69 - 87;;;;
2290;DISPONIBLE;02 - 06 - 11 - 18 - 27 - 44 - 52 - 64 - 70 - 78;10 - 20 - 22 - 31 - 35 - 53 - 55 - 66 - 77 - 86;;;;
2291;DISPONIBLE;02 - 07 - 11 - 16 - 46 - 47 - 48 - 54 - 55 - 72;05 - 10 - 16 - 24 - 26 - 33 - 51 - 58 - 75 - 78;;;;
2292;DISPONIBLE;10 - 14 - 28 - 29 - 38 - 45 - 59 - 61 - 65 - 89;04 - 06 - 09 - 11 - 24 - 51 - 59 - 62 - 76 - 90;;;;
2293;DISPONIBLE;05 - 19 - 28 - 30 - 36 - 42 - 65 - 72 - 80 - 90;04 - 12 - 13 - 15 - 33 - 36 - 46 - 53 - 73 - 89;;;;
2294;DISPONIBLE;09 - 12 - 14 - 17 - 21 - 28 - 39 - 47 - 82 - 89;10 - 21 - 37 - 38 - 41 - 48 - 61 - 73 - 82 - 83;;;;
2295;DISPONIBLE;13 - 14 - 17 - 22 - 24 - 27 - 47 - 50 - 81 - 87;12 - 14 - 18 - 33 - 36 - 43 - 48 - 58 - 60 - 77;;;;
2296;DISPONIBLE;16 - 31 - 38 - 39 - 43 - 49 - 56 - 63 - 79 - 81;03 - 40 - 45 - 46 - 47 - 51 - 59 - 71 - 73 - 81;;;;
2297;DISPONIBLE;21 - 22 - 25 - 31 - 44 - 57 - 64 - 65 - 67 - 81;06 - 12 - 22 - 24 - 25 - 46 - 65 - 68 - 69 - 72;;;;
2298;DISPONIBLE;03 - 15 - 23 - 26 - 30 - 31 - 44 - 54 - 58 - 69;05 - 14 - 18 - 29 - 57 - 62 - 65 - 74 - 78 - 88;;;;
2299;DISPONIBLE;05 - 06 - 17 - 24 - 34 - 48 - 60 - 63 - 65 - 68;01 - 07 - 12 - 13 - 18 - 28 - 29 - 48 - 54 - 61;;;;
2300;DISPONIBLE;10 - 14 - 19 - 29 - 30 - 41 - 56 - 62 - 66 - 69;04 - 05 - 16 - 30 - 33 - 35 - 39 - 71 - 74 - 89;;;;
2301;DISPONIBLE;17 - 28 - 31 - 37 - 41 - 44 - 57 - 69 - 86 - 90;05 - 11 - 16 - 38 - 39 - 42 - 50 - 56 - 57 - 62;;;;
2302;DISPONIBLE;03 - 06 - 14 - 15 - 51 - 64 - 69 - 74 - 82 - 89;03 - 20 - 28 - 29 - 32 - 34 - 42 - 58 - 66 - 78;;;;
